Burgenland	Kärnten	Niederösterreich	Oberösterreich	Salzburg	Steiermark	Tirol	Vorarlberg	Wien	Summe	Timestamp
482	633	3880	4537	1648	2394	4088	1072	7420	26154	2020-08-27 08:00:00
482	639	3890	4568	1649	2407	4090	1075	7453	26253	2020-08-27 15:00:00
483	639	3909	4593	1655	2443	4106	1077	7478	26383	2020-08-28 08:00:00
484	641	3918	4620	1657	2447	4108	1078	7576	26529	2020-08-28 15:00:00
484	643	3944	4646	1668	2453	4161	1080	7691	26770	2020-08-29 08:00:00
491	643	3984	4665	1681	2473	4187	1080	7735	26939	2020-08-30 08:00:00
496	646	3986	4677	1681	2474	4189	1085	7796	27030	2020-08-30 15:00:00
499	645	4016	4687	1682	2496	4200	1091	7908	27224	2020-08-31 08:00:00
505	646	4022	4695	1689	2499	4212	1100	7926	27294	2020-08-31 15:00:00
511	647	4037	4702	1693	2506	4232	1102	7983	27413	2020-09-01 08:00:00
508	650	4040	4723	1692	2511	4251	1103	8036	27514	2020-09-01 15:00:00
513	650	4082	4735	1700	2533	4278	1109	8173	27773	2020-09-02 08:00:00
512	652	4090	4748	1701	2547	4302	1113	8274	27939	2020-09-02 15:00:00
517	653	4144	4764	1707	2561	4328	1115	8406	28195	2020-09-03 08:00:00
517	654	4146	4792	1709	2590	4348	1124	8487	28367	2020-09-03 15:00:00
526	654	4172	4799	1710	2593	4373	1129	8542	28498	2020-09-04 08:00:00
528	656	4176	4827	1717	2608	4384	1135	8616	28647	2020-09-04 15:00:00
528	656	4205	4850	1720	2606	4405	1150	8759	28879	2020-09-05 08:00:00
529	657	4208	4867	1720	2618	4413	1159	8771	28942	2020-09-05 15:00:00
530	658	4240	4877	1740	2626	4421	1159	8805	29056	2020-09-06 08:00:00
536	662	4242	4895	1741	2627	4433	1172	8827	29135	2020-09-06 15:00:00
537	662	4298	4910	1742	2652	4451	1177	8882	29311	2020-09-07 08:00:00
548	666	4309	4923	1749	2654	4453	1185	9086	29573	2020-09-07 15:00:00
550	668	4348	4937	1752	2661	4503	1204	9258	29881	2020-09-08 08:00:00
557	672	4389	4969	1756	2666	4512	1210	9367	30098	2020-09-08 15:00:00
567	674	4416	5043	1766	2700	4582	1249	9638	30635	2020-09-09 08:00:00
567	674	4416	5043	1766	2700	4582	1249	9638	30635	2020-09-09 15:00:00
572	675	4498	5060	1778	2704	4661	1254	9902	31104	2020-09-10 08:00:00
576	680	4505	5086	1788	2733	4691	1271	9983	31313	2020-09-10 15:00:00
582	682	4569	5116	1793	2750	4726	1296	10159	31673	2020-09-11 08:00:00
588	686	4595	5154	1797	2782	4791	1329	10414	32136	2020-09-11 15:00:00
589	688	4698	5193	1822	2802	4832	1371	10620	32615	2020-09-12 08:00:00
594	699	4719	5211	1821	2809	4845	1373	10656	32727	2020-09-12 15:00:00
596	700	4771	5245	1837	2832	4882	1382	10776	33021	2020-09-13 08:00:00
598	705	4812	5275	1837	2842	4883	1388	10849	33189	2020-09-13 15:00:00
602	707	4848	5303	1838	2881	4921	1412	10951	33463	2020-09-14 08:00:00
608	712	4854	5329	1847	2897	4957	1431	11082	33717	2020-09-14 15:00:00
604	714	4942	5364	1853	2913	5008	1463	11368	34229	2020-09-15 08:00:00
613	720	4977	5422	1867	2947	5048	1477	11490	34561	2020-09-15 15:00:00
617	722	5098	5444	1877	2952	5098	1485	11683	34976	2020-09-16 08:00:00
631	729	5123	5483	1896	2967	5119	1520	11842	35310	2020-09-16 15:00:00
636	734	5242	5568	1906	3005	5190	1536	12085	35902	2020-09-17 08:00:00
644	741	5258	5626	1924	3010	5203	1562	12240	36208	2020-09-17 15:00:00
653	742	5360	5640	1945	3057	5262	1573	12436	36668	2020-09-18 08:00:00
659	746	5378	5697	1957	3073	5292	1601	12599	37002	2020-09-18 15:00:00
661	747	5432	5752	1986	3116	5452	1613	12849	37608	2020-09-19 08:00:00
667	761	5479	5772	1989	3125	5479	1640	12920	37832	2020-09-19 15:00:00
675	764	5529	5800	2016	3130	5502	1675	13157	38248	2020-09-20 08:00:00
678	777	5601	5832	2016	3158	5518	1675	13169	38424	2020-09-20 15:00:00
680	779	5703	5862	2038	3190	5525	1692	13298	38767	2020-09-21 08:00:00
694	788	5759	5914	2054	3234	5542	1720	13358	39063	2020-09-21 15:00:00
707	790	5789	5948	2060	3246	5587	1727	13575	39429	2020-09-22 08:00:00
715	799	5819	6000	2061	3267	5592	1736	13713	39702	2020-09-22 15:00:00
725	809	5890	6042	2063	3278	5645	1744	13844	40040	2020-09-23 08:00:00
732	816	5932	6080	2065	3289	5668	1761	14104	40447	2020-09-23 15:00:00
736	820	6070	6108	2092	3311	5702	1773	14302	40914	2020-09-24 08:00:00
743	838	6083	6134	2100	3314	5722	1788	14437	41159	2020-09-24 15:00:00
748	842	6212	6159	2123	3351	5754	1792	14604	41585	2020-09-25 08:00:00
762	852	6227	6198	2134	3372	5785	1811	14733	41874	2020-09-25 15:00:00
772	858	6334	6254	2161	3427	5820	1824	14870	42320	2020-09-26 08:00:00
778	876	6358	6307	2162	3434	5837	1828	14977	42557	2020-09-26 15:00:00
791	876	6432	6337	2179	3456	5863	1848	15158	42940	2020-09-27 08:00:00
795	880	6479	6364	2180	3458	5869	1854	15267	43146	2020-09-27 15:00:00
797	882	6550	6381	2196	3500	5898	1862	15407	43473	2020-09-28 08:00:00
797	895	6555	6422	2199	3506	5910	1882	15449	43615	2020-09-28 15:00:00
816	896	6654	6475	2218	3535	5957	1896	15777	44224	2020-09-29 08:00:00
824	904	6708	6526	2236	3538	5973	1906	15884	44499	2020-09-29 15:00:00
831	928	6774	6570	2265	3552	6021	1912	16090	44943	2020-09-30 08:00:00
852	926	6840	6662	2266	3575	6046	1929	16304	45400	2020-09-30 15:00:00
861	928	6858	6720	2293	3599	6095	1933	16466	45753	2020-10-01 08:00:00
875	946	6925	6767	2298	3627	6133	1970	16597	46138	2020-10-01 15:00:00
883	949	6974	6800	2340	3637	6164	1993	16825	46565	2020-10-02 08:00:00
887	964	7048	6865	2352	3649	6199	2014	17053	47031	2020-10-02 15:00:00
890	970	7151	6917	2380	3679	6255	2035	17301	47578	2020-10-03 08:00:00
891	976	7217	7006	2386	3703	6268	2063	17351	47861	2020-10-03 15:00:00
895	989	7285	7034	2404	3715	6333	2071	17462	48188	2020-10-04 08:00:00
900	1001	7330	7081	2424	3743	6337	2084	17595	48495	2020-10-04 15:00:00
913	1002	7397	7141	2442	3775	6358	2111	17765	48904	2020-10-05 08:00:00
945	1015	7500	7185	2462	3780	6398	2117	17980	49382	2020-10-05 15:00:00
974	1017	7552	7240	2490	3801	6445	2156	18232	49907	2020-10-06 08:00:00
978	1024	7633	7299	2502	3826	6530	2167	18326	50285	2020-10-06 15:00:00
990	1033	7726	7382	2536	3856	6563	2183	18752	51021	2020-10-07 08:00:00
1003	1061	7786	7455	2534	3880	6619	2210	18935	51483	2020-10-07 15:00:00
1020	1064	7908	7531	2586	3920	6642	2221	19249	52141	2020-10-08 08:00:00
1031	1085	8007	7614	2603	3965	6731	2231	19409	52676	2020-10-08 15:00:00
1041	1090	8123	7693	2668	3995	6755	2260	19662	53287	2020-10-09 08:00:00
1051	1105	8160	7776	2679	3947	6808	2266	19881	53673	2020-10-09 15:00:00
1065	1130	8304	7867	2775	3972	6849	2319	20163	54444	2020-10-10 08:00:00
1070	1155	8336	7967	2790	4003	6881	2325	20216	54743	2020-10-10 15:00:00
1075	1177	8387	8047	2821	4124	6927	2375	20408	55341	2020-10-11 08:00:00
1117	1198	8429	8113	2863	4127	6980	2381	20573	55781	2020-10-11 15:00:00
1119	1206	8551	8177	2875	4192	7052	2438	20752	56362	2020-10-12 08:00:00
1141	1232	8585	8231	2912	4227	7111	2437	20811	56687	2020-10-12 15:00:00
1165	1239	8717	8288	3017	4268	7155	2444	21031	57324	2020-10-13 08:00:00
1173	1280	8764	8430	3045	4319	7254	2452	21207	57924	2020-10-13 15:00:00
1197	1310	8915	8526	3123	4339	7504	2501	21464	58879	2020-10-14 08:00:00
1217	1325	8976	8653	3143	4438	7611	2532	21680	59575	2020-10-14 15:00:00
1227	1333	9105	8748	3229	4461	7673	2609	21958	60343	2020-10-15 08:00:00
1240	1353	9128	8855	3330	4513	7780	2671	22057	60927	2020-10-15 15:00:00
1258	1358	9299	8988	3444	4583	7874	2727	22275	61806	2020-10-16 08:00:00
1272	1382	9391	9052	3509	4665	8023	2799	22571	62664	2020-10-16 15:00:00
1300	1405	9539	9211	3566	4728	8091	2845	22936	63621	2020-10-17 08:00:00
1300	1405	9539	9211	3566	4728	8091	2845	22936	63621	2020-10-17 09:00:00
1315	1449	9562	9399	3694	4758	8154	2869	23032	64232	2020-10-17 15:00:00
1339	1458	9748	9484	3738	4829	8268	2960	23217	65041	2020-10-18 08:00:00
1345	1470	9860	9541	3840	4929	8346	3024	23302	65657	2020-10-18 15:00:00
1353	1486	9946	9657	3876	5019	8454	3076	23447	66314	2020-10-19 08:00:00
1372	1508	10005	9753	3939	5039	8494	3086	23529	66725	2020-10-19 15:00:00
1397	1525	10155	9905	4052	5161	8574	3162	23861	67792	2020-10-20 08:00:00
1412	1551	10257	10053	4188	5230	8721	3173	24001	68586	2020-10-20 15:00:00
1427	1575	10500	10240	4222	5302	8836	3221	24455	69778	2020-10-21 08:00:00
1444	1624	10699	10470	4342	5412	8999	3314	24693	70997	2020-10-21 15:00:00
1475	1638	10842	10701	4481	5564	9117	3401	25068	72287	2020-10-22 08:00:00
1502	1693	11068	10898	4584	5658	9331	3454	25368	73556	2020-10-22 15:00:00
1558	1748	11349	11254	4776	5903	9497	3597	25876	75558	2020-10-23 08:00:00
1584	1802	11552	11530	4920	6013	9725	3653	26207	76986	2020-10-23 15:00:00
1615	1829	11778	11914	5048	6239	10006	3830	26678	78937	2020-10-24 08:00:00
1677	1869	12050	12098	5123	6330	10094	3861	26918	80020	2020-10-24 15:00:00
1707	1877	12219	12528	5230	6595	10186	4070	27318	81730	2020-10-25 08:00:00
1733	1892	12423	12717	5285	6627	10380	4071	27545	82673	2020-10-25 15:00:00
1761	1921	12607	13139	5520	6795	10497	4166	27724	84130	2020-10-26 08:00:00
1843	1987	12813	13416	5577	6847	10684	4199	27930	85296	2020-10-26 15:00:00
1927	2018	13015	13548	5675	7179	10875	4345	28217	86799	2020-10-27 08:00:00
1954	2099	13153	13887	5763	7325	11044	4432	28434	88091	2020-10-27 15:00:00
2039	2169	13546	14450	5907	7537	11231	4612	29167	90658	2020-10-28 08:00:00
2065	2262	13657	14750	5977	7650	11592	4651	29291	91895	2020-10-28 15:00:00
2094	2335	14265	15259	6222	8040	11914	4776	29999	94904	2020-10-29 08:00:00
2166	2429	14356	15683	6320	8283	12167	4903	30175	96482	2020-10-29 15:00:00
2294	2528	15075	16544	6633	8715	12411	5128	30810	100138	2020-10-30 08:00:00
2360	2659	15232	16893	6679	8918	12680	5297	31165	101883	2020-10-30 15:00:00
2440	2747	15875	17655	6970	9496	13129	5524	31820	105656	2020-10-31 08:00:00
2448	2898	15913	18045	6982	9576	13323	5599	32000	106784	2020-10-31 15:00:00
2626	2991	16538	18818	7322	10095	13448	5793	32582	110213	2020-11-01 08:00:00
2710	3037	16632	19019	7338	10135	13786	5807	32799	111263	2020-11-01 15:00:00
2768	3078	17219	19652	7732	10471	13998	6180	33281	114379	2020-11-02 08:00:00
2798	3210	17263	19867	7744	10551	14203	6331	33456	115423	2020-11-02 15:00:00
2960	3314	17944	20748	7972	10978	14415	6466	34145	118942	2020-11-03 08:00:00
3008	3386	18021	21127	8010	11213	14832	6604	34356	120557	2020-11-03 15:00:00
3181	3754	18929	22294	8413	11865	15335	6907	35114	125792	2020-11-04 08:00:00
3220	3871	19029	22497	8424	12110	15823	6938	35334	127246	2020-11-04 15:00:00
3361	4074	19943	23812	8918	12719	16014	7408	36163	132412	2020-11-05 08:00:00
3416	4193	20059	24097	9031	12930	16608	7450	36350	134134	2020-11-05 15:00:00
3565	4319	20957	25346	9628	13700	16847	7535	37223	139120	2020-11-06 08:00:00
3646	4487	21078	25891	9638	14040	17389	7662	37466	141297	2020-11-06 15:00:00
3718	4742	22046	27618	9890	14721	17653	8266	38031	146685	2020-11-07 08:30:00
3786	4884	22137	28051	10229	15027	18224	8418	38214	148970	2020-11-07 15:00:00
3946	4932	22929	29279	10616	15473	18371	8673	38577	152796	2020-11-08 08:00:00
4066	5024	22989	29595	10645	15665	18816	8805	38914	154519	2020-11-08 15:00:00
4142	5095	23724	30705	11000	16179	20221	9038	39229	158116	2020-11-09 08:00:00
4215	5196	23812	30950	11020	16301	19480	9104	39596	159674	2020-11-09 15:00:00
4246	5338	24700	31902	11291	16974	19936	9467	40221	164075	2020-11-10 08:00:00
4497	5464	24956	32391	11376	17292	20402	9600	40767	166745	2020-11-10 15:00:00
4616	6231	25429	33322	11631	17843	20986	9999	42923	172980	2020-11-11 08:00:00
4665	6484	25974	34469	11865	18362	21405	10142	43284	176650	2020-11-11 15:00:00
4747	6622	26875	35859	12437	18987	21882	10359	44410	182178	2020-11-12 08:00:00
4969	6901	26972	36434	12951	19140	22305	10869	45045	185586	2020-11-12 15:00:00
5040	7629	27671	37763	13283	19909	22769	11168	46093	191325	2020-11-13 08:00:00
5168	7855	27796	38243	13406	20310	23012	11347	46471	193608	2020-11-13 15:00:00
5257	8102	28616	39400	13793	20897	23425	11524	47587	198601	2020-11-14 08:00:00
5267	8272	28907	39965	13940	21072	23748	11692	47883	200746	2020-11-14 15:00:00
5500	8437	29510	40439	14039	21488	23958	11881	48360	203612	2020-11-15 08:00:00
5509	8556	29648	40711	14096	21583	24226	11976	48428	204733	2020-11-15 15:00:00
